# Step	AvgQ	AvgP
6780	0.0456113	-0.0332365
6781	0.0447884	0.0137565
6782	0.0447884	-0.036403
6783	0.0447884	0.0479642
6784	0.0447884	0.0725957
6785	0.0557231	-0.22182
6786	0.0561978	-0.0128551
6787	0.0588557	-0.0566343
6788	0.061632	-0.059169
6789	0.0651927	-0.0750524
6790	0.066091	-0.021911
6791	0.066091	-0.0581031
6792	0.0681407	-0.0450414
6793	0.0681407	0.0263166
6794	0.0624487	0.109982
6795	0.0624487	-0.00327314
6796	0.0545793	0.153961
6797	0.0545793	0.057313
6798	0.0545793	0.0756693
6799	0.0545793	0.0105226
6800	0.0545793	-0.0228545
6801	0.056812	-0.0480174
6802	0.056812	0.00209962
6803	0.0611351	-0.0900435
6804	0.0583174	0.0528014
6805	0.0583174	0.0163242
6806	0.0539784	0.0834561
6807	0.0552041	-0.0277991
6808	0.0480399	0.14026
6809	0.049004	-0.0222006
6810	0.0440059	0.097224
6811	0.0390116	0.0974467
6812	0.0356801	0.0644258
6813	0.0319453	0.0727065
6814	0.0314056	0.00889803
6815	0.0315437	-0.00465064
6816	0.0280443	0.0682377
6817	0.0269163	0.0209243
6818	0.0268108	0.000499479
6819	0.0270631	-0.00666479
6820	0.0280043	-0.0204847
6821	0.0274114	0.0102036
6822	0.0292785	-0.0390616
6823	0.0292785	-0.0083559
6824	0.0292785	0.0400782
6825	0.0177648	0.22898
6826	0.0184539	-0.0148747
6827	0.0184539	0.128839
6828	0.0248452	-0.129189
6829	0.0240672	0.0141015
6830	0.0238433	0.0030443
6831	0.025961	-0.0438696
6832	0.0244396	0.0289323
6833	0.0233596	0.0201781
6834	0.0202609	0.0606979
6835	0.0202609	-0.11736
6836	0.0202609	0.00276738
6837	0.0204572	-0.00514927
6838	0.017268	0.0626844
6839	0.0146347	0.0517359
6840	0.0146347	0.00371833
6841	0.0163236	-0.0347219
6842	0.0163236	0.00166865
6843	0.0163236	0.0377294
6844	0.0163236	0.0219386
6845	0.0173358	-0.0212637
6846	0.0200907	-0.0562491
6847	0.0111706	0.177556
6848	0.0111706	-0.0285501
6849	0.0108163	0.00643125
6850	0.0108163	0.0911414
6851	0.0078309	0.0591784
6852	0.00650297	0.0261424
6853	0.00742698	-0.0189073
6854	0.00556306	0.0369078
6855	0.00732835	-0.0357103
6856	0.0104885	-0.0637689
6857	0.0119886	-0.030692
6858	0.0119886	-0.00657322
6859	0.0119886	-0.121257
6860	0.0119886	-0.07494
6861	0.0107553	0.0239977
6862	0.00545875	0.105498
6863	-0.000244977	0.113976
6864	-0.000244977	-0.0619572
6865	-0.000244977	0.0366362
6866	-0.000244977	-0.0155069
6867	-0.000244977	-0.0561619
6868	-0.000244977	-0.0177607
6869	0.00403074	-0.0856714
6870	0.00471463	-0.0139471
6871	0.0080827	-0.0677793
6872	0.0080827	-0.0466352
6873	0.0110804	-0.0605584
6874	0.00834478	0.0541569
6875	0.010078	-0.035235
6876	0.012923	-0.057619
6877	0.012731	0.00307259
6878	0.012731	0.018718
6879	0.012731	-0.171776
6880	0.0110868	0.0321882
6881	0.00887806	0.043598
6882	0.00887806	-0.04281
6883	0.00887806	-0.0848126
6884	0.00887806	-0.00953766
6885	0.00887806	0.124133
6886	0.00887806	0.0195226
6887	0.00887806	-0.0994625
6888	0.00887806	-0.0747149
6889	0.0122598	-0.0683024
6890	0.00955314	0.0535061
6891	0.00710506	0.0484869
6892	0.00250601	0.0917399
6893	-0.000182008	0.053718
6894	-0.000182008	-0.0506141
6895	-0.000182008	0.113002
6896	-0.000182008	-3.95181e-05
6897	-0.00251291	0.0467226
6898	-0.0023886	-0.00234052
6899	-0.00731118	0.0987928
6900	-0.00731118	-0.0571465
6901	-0.00678375	-0.0101314
6902	-0.00453473	-0.0446641
6903	0.00200467	-0.130779
6904	0.00200467	0.016595
6905	0.0043229	-0.0465779
6906	0.00673446	-0.0485872
6907	0.00601054	0.0141034
6908	0.00681971	-0.0165763
6909	0.00681971	0.0347475
6910	0.00794861	-0.0230323
6911	0.00794861	0.00528054
6912	0.00948263	-0.0312188
6913	0.00948263	-0.00163503
6914	0.00866856	0.0157456
6915	0.00866856	-0.0932692
6916	0.0112552	-0.0523576
6917	0.00628017	0.0990265
6918	0.00628017	0.0180455
6919	0.00698709	-0.0145435
6920	0.00698709	-0.0229791
6921	-0.00223733	0.18444
6922	-0.00223733	-0.143402
6923	-0.000412541	-0.0364349
6924	-0.00209235	0.0336884
6925	-0.00209235	0.0607257
6926	-0.00790651	0.116642
6927	-0.00867917	0.0159582
6928	-0.00867917	-0.0197797
6929	-0.0106507	0.0400298
6930	-0.0110743	0.00912787
6931	-0.0112836	0.00485979
6932	-0.011884	0.0127073
6933	-0.010031	-0.0364205
6934	-0.010031	-0.0584984
6935	-0.010031	-0.0305632
6936	-0.010031	-0.0456228
6937	-0.00994241	-0.00117427
6938	-0.0107694	0.0171695
6939	-0.0107694	0.0530567
6940	-0.0101831	-0.0111035
6941	-0.00748783	-0.0534033
6942	-0.00699402	-0.0094471
6943	-0.00997783	0.0602154
6944	-0.012925	0.0596596
6945	-0.012925	0.128636
6946	-0.012925	-0.000907674
6947	-0.00723947	-0.113163
6948	-0.00723947	-0.161533
6949	-0.00532118	-0.0380087
6950	-0.00322069	-0.0417752
6951	-0.00322069	-0.00652808
6952	-0.0071742	0.0794224
6953	-0.0071742	-0.0159105
6954	-0.00560003	-0.0311165
6955	-0.00704369	0.029267
6956	-0.00594917	-0.0215119
6957	-0.00716526	0.0247274
6958	-0.00628262	-0.0172587
6959	-0.00180525	-0.0893505
6960	-0.00166572	-0.00268786
6961	-0.00166572	-0.0476882
6962	-0.00166572	-0.0380312
6963	-0.00166572	-0.0587057
6964	-0.00166572	0.0886913
6965	-0.00166572	-0.0500798
6966	-0.00166572	-0.0430079
6967	0.00181618	-0.0696781
6968	0.00181618	-0.0110943
6969	0.000867955	0.0188937
6970	-0.00139015	0.0452008
6971	-0.00419779	0.056349
6972	-0.0102678	0.121895
6973	-0.00971969	-0.0103678
6974	-0.0104378	0.0149748
6975	-0.0104378	-0.102353
6976	-0.0137408	0.0668173
6977	-0.0137408	0.00793944
6978	-0.0153919	0.0339138
6979	-0.0153919	0.0201679
6980	-0.0153919	0.0387908
6981	-0.0156478	0.00605074
6982	-0.00948611	-0.122543
6983	-0.0068082	-0.0530968
6984	-0.0068082	0.0386544
6985	-0.0068082	0.079083
6986	-0.00706577	0.00557003
6987	-0.00706577	-0.0200854
6988	-0.00706577	-0.016848
6989	-0.00566327	-0.0276826
6990	-0.00576225	0.00232326
6991	-0.00844141	0.0540364
6992	-0.00836802	-0.000964631
6993	-0.00626057	-0.0417318
6994	-0.00578153	-0.00922451
6995	-0.00578153	-0.0436119
6996	-0.00945568	0.0739774
6997	-0.00945568	0.0223414
6998	-0.00945568	0.167198
6999	-0.00945568	0.000823425
7000	-0.00945568	-0.0338014
7001	-0.00945568	0.0461626
7002	-0.00603052	-0.0680739
7003	-6.00079e-05	-0.119288
7004	-6.00079e-05	-0.0123078
7005	-0.00239869	0.0468712
7006	-0.00239869	-0.0320821
7007	0.000216466	-0.0522643
7008	0.0041334	-0.0785092
7009	0.0041334	0.0583617
7010	0.0041334	-0.0278748
7011	0.0041334	-0.0537724
7012	0.00405668	0.0012897
7013	0.00432897	-0.00570003
7014	0.00153447	0.0557427
7015	0.00084823	0.0136604
7016	0.00084823	-0.0360647
7017	0.00084823	0.063925
7018	0.00575205	-0.0983244
7019	0.0068434	-0.0222157
7020	0.0068434	0.0293444
7021	0.0068434	-0.0945375
7022	0.0068434	-0.0498736
7023	0.0068434	0.0122655
7024	0.0068434	0.00637014
7025	0.0068434	0.0367045
7026	0.0117769	-0.0992796
7027	0.0117769	0.020151
7028	0.0117769	0.0203849
7029	0.0117769	-0.0182308
7030	0.0130199	-0.0256157
7031	0.0178214	-0.097004
7032	0.0178214	-0.0195884
7033	0.0196715	-0.0381443
7034	0.0174023	0.0442951
7035	0.0179305	-0.0116282
7036	0.0179305	-0.0489195
7037	0.0177401	0.00274073
7038	0.0177401	-0.00260694
7039	0.0252654	-0.151872
7040	0.0252654	-0.0777902
7041	0.0252654	-0.0396356
7042	0.0252654	0.137081
7043	0.0290427	-0.0772128
7044	0.0290427	0.00436526
7045	0.0290427	0.071292
7046	0.0295939	-0.0127892
7047	0.0295939	0.0708527
7048	0.0234923	0.120503
7049	0.0234959	-0.00148064
7050	0.0234959	0.0348729
7051	0.0170054	0.128661
7052	0.0206231	-0.0735193
7053	0.0248364	-0.0856724
7054	0.0248364	-0.0580956
7055	0.0248364	0.0885481
7056	0.0245599	0.00405319
7057	0.0274745	-0.0598826
7058	0.0240488	0.0670034
7059	0.0240488	-0.0419509
7060	0.0270406	-0.0613986
7061	0.0296415	-0.0537437
7062	0.0266443	0.0582861
7063	0.0266443	-0.0366879
7064	0.0266443	0.0729328
7065	0.0266443	-0.0247402
7066	0.0255608	0.020116
7067	0.0232218	0.0453413
7068	0.0214693	0.0337276
7069	0.0214693	-0.0187908
7070	0.0199186	0.0297893
7071	0.0199186	0.0286372
7072	0.0174688	0.0478998
7073	0.0179624	-0.0109403
7074	0.0179624	-0.00202377
7075	0.0152949	0.0523818
7076	0.0163029	-0.0211191
7077	0.0163578	-0.00207821
7078	0.0160719	0.00474927
7079	0.0140152	0.0402537
7080	0.0140152	-0.0154928
7081	0.0140152	0.0341438
7082	0.00995764	0.0804729
7083	0.00995764	0.0414896
7084	0.00455764	0.10762
7085	0.00423082	0.00627617
7086	0.00423082	0.0476599
7087	0.00423082	-0.0683915
7088	0.00423082	0.0499123
7089	-0.000791614	0.100397
7090	-0.00296657	0.0436341
7091	-0.00172858	-0.0246317
7092	-0.00373288	0.0402703
7093	-0.00065269	-0.0615037
7094	-0.00449246	0.0769889
7095	-0.00449246	-0.024396
7096	-0.00164213	-0.0568517
7097	0.000945132	-0.0517508
7098	0.00364827	-0.0542281
7099	0.00364827	0.0682647
7100	0.00364827	0.10677
7101	0.00364827	0.0329645
7102	0.00470128	-0.0213213
7103	0.00663503	-0.0390346
7104	0.00809884	-0.0297329
7105	0.00696141	0.0223086
7106	0.00531385	0.0326
7107	0.00531385	-0.117259
7108	0.00645903	-0.0232684
7109	0.0143418	-0.158359
7110	0.0187938	-0.0900801
7111	0.0204133	-0.0335825
7112	0.0254624	-0.102408
7113	0.0263225	-0.0187652
7114	0.0263225	0.0202489
7115	0.0306172	-0.0876447
7116	0.0306172	0.0150958
7117	0.0286726	0.0371347
7118	0.0295268	-0.0188378
7119	0.0295268	-0.0112053
7120	0.0295268	0.00042177
7121	0.0258356	0.0722008
7122	0.0258356	-0.0762629
7123	0.0279555	-0.0440323
7124	0.0279555	0.0190492
7125	0.0279555	-0.00845743
7126	0.0279555	0.0449948
7127	0.0337746	-0.118292
7128	0.0337746	-0.0568919
7129	0.0337746	-0.103327
7130	0.0337746	0.0827567
7131	0.0337746	-0.00686977
7132	0.0345844	-0.018254
7133	0.0350963	-0.0123324
7134	0.0285563	0.128957
7135	0.0283816	0.00178927
7136	0.0283816	0.00816228
7137	0.0283816	0.152531
7138	0.0283816	-0.0329516
7139	0.0283816	-0.0321458
7140	0.0349615	-0.133565
7141	0.0349615	0.0537689
7142	0.0372283	-0.0475246
7143	0.0391072	-0.0398858
7144	0.0391072	0.0373647
7145	0.0439834	-0.100064
7146	0.042761	0.0218599
7147	0.0388089	0.0766348
7148	0.0388089	0.0329924
7149	0.0388089	0.018989
7150	0.0388089	0.0342915
7151	0.0375623	0.022656
7152	0.0333573	0.0820165
7153	0.0333573	0.0445271
7154	0.0346333	-0.0275729
7155	0.0346333	-0.0137519
7156	0.0346333	0.0971302
7157	0.0345051	0.000492583
7158	0.0347822	-0.007622
7159	0.0347822	-0.0059281
7160	0.0347822	-0.0369104
7161	0.0347822	0.0803054
7162	0.0391643	-0.0899047
7163	0.0391643	0.0265716
7164	0.0391643	0.0585983
7165	0.037593	0.0291399
7166	0.037593	-0.0166917
7167	0.037593	-0.0957484
7168	0.037593	-0.137764
7169	0.037593	0.0145758
7170	0.0405863	-0.0622397
7171	0.0457941	-0.1068
7172	0.0457941	-0.0216829
7173	0.0421231	0.0708212
7174	0.0421231	0.0647958
7175	0.0433743	-0.0275988
7176	0.0433743	-0.0412467
7177	0.0434761	-0.00464184
7178	0.0452591	-0.0383399
7179	0.0452591	0.128139
7180	0.0452591	0.0767249
7181	0.0452591	0.0715973
7182	0.0449946	0.00258819
7183	0.0449946	-0.0508308
7184	0.0449946	0.102973
7185	0.0449946	0.0871781
7186	0.0449946	0.0391867
7187	0.0449946	0.0727004
7188	0.0449946	-0.0236213
7189	0.0449946	-0.00304414
7190	0.0447739	0.0017242
7191	0.0447739	-0.042083
7192	0.0447739	0.0244038
7193	0.0460729	-0.0287175
7194	0.0410134	0.0986296
7195	0.0416926	-0.0160705
7196	0.0416926	-0.0287057
7197	0.037996	0.0715795
7198	0.037996	-0.0549271
7199	0.0311587	0.134743
7200	0.0311587	0.0337534
7201	0.0311587	0.0645697
7202	0.0311587	-0.000302403
7203	0.0311587	-0.144387
7204	0.0311703	-0.00210054
7205	0.0321728	-0.0219603
7206	0.0330783	-0.0200755
7207	0.0341785	-0.0240323
7208	0.0359196	-0.036942
7209	0.0330342	0.0556693
7210	0.0295066	0.0687127
7211	0.026815	0.052171
7212	0.026815	-0.0626491
7213	0.026815	0.00279087
7214	0.0286103	-0.0375864
7215	0.0286103	0.0317336
7216	0.0286103	-0.12382
7217	0.0286103	0.0208033
7218	0.0286103	0.0831113
7219	0.0368026	-0.16589
7220	0.0409763	-0.0858489
7221	0.0409763	0.12666
7222	0.0393051	0.0310334
7223	0.037975	0.0242991
7224	0.0378957	-0.00068945
7225	0.0335082	0.085654
7226	0.0335082	-0.0197073
7227	0.0348131	-0.02816
7228	0.0437104	-0.180391
7229	0.0437104	0.0489721
7230	0.0422041	0.0275658
7231	0.0422041	-0.0253282
7232	0.0422041	0.00993108
7233	0.0436815	-0.0321378
7234	0.0448418	-0.0258726
7235	0.0508201	-0.122495
7236	0.0508201	-0.00642832
7237	0.0495673	0.0220593
7238	0.0472044	0.0443796
7239	0.0472044	-0.0323256
7240	0.0472044	0.11138
7241	0.0479967	-0.0187085
7242	0.0547359	-0.137934
7243	0.0547359	0.12979
7244	0.0547359	0.033249
7245	0.0547359	0.0726084
7246	0.0601142	-0.111064
7247	0.0601142	0.034027
7248	0.0604929	-0.0111932
7249	0.0604929	-0.0988916
7250	0.0577327	0.0516856
7251	0.0577327	0.0504136
7252	0.0577327	0.0348955
7253	0.0577327	0.0552568
7254	0.0562165	0.0269229
7255	0.0529341	0.0624099
7256	0.0529341	0.109418
7257	0.05189	0.0177485
7258	0.052081	-0.00693839
7259	0.052081	-0.00600389
7260	0.052081	0.0931762
7261	0.053834	-0.0382548
7262	0.053834	-0.0554344
7263	0.053834	0.0663275
7264	0.053834	0.00589953
7265	0.0624564	-0.176022
7266	0.0628641	-0.0119162
7267	0.0582913	0.0878701
7268	0.0579602	0.00313885
7269	0.0579602	0.0596354
7270	0.0596426	-0.0371923
7271	0.0600054	-0.0108465
7272	0.0619992	-0.043554
7273	0.0619992	-0.1659
7274	0.0595665	0.0450328
7275	0.0595665	0.0388841
7276	0.0595665	0.0443857
7277	0.0542939	0.102092
7278	0.0542939	0.096641
7279	0.0542939	-0.0376559
7280	0.0502556	0.0776734
7281	0.0502556	0.0458035
7282	0.0505908	-0.00973328
7283	0.0490704	0.0274362
7284	0.0490704	-0.0745733
7285	0.0490704	0.0689719
7286	0.0490704	0.0162315
7287	0.0518709	-0.0590657
7288	0.0518709	0.0587837
7289	0.0518709	-0.0260177
7290	0.0450533	0.133515
7291	0.0407866	0.0828029
7292	0.0407866	-0.0106279
7293	0.0407866	-0.0323965
7294	0.0447546	-0.0819651
7295	0.0447546	-0.0476834
7296	0.0442215	0.0079996
7297	0.044058	0.000624261
7298	0.0429231	0.020102
7299	0.0429231	-0.00563077
7300	0.047011	-0.0844961
7301	0.0418577	0.100453
7302	0.0418577	-0.0184202
7303	0.0418577	0.0631723
7304	0.0405383	0.0239309
7305	0.0376207	0.0560397
7306	0.0329727	0.0908889
7307	0.0340364	-0.0232931
7308	0.0340364	-0.0724103
7309	0.0322996	0.032765
7310	0.03196	0.00486813
7311	0.03196	0.0239071
7312	0.03196	-0.00499491
7313	0.0304821	0.0276999
7314	0.0304821	-0.00753001
7315	0.0304821	-0.014083
7316	0.0326834	-0.0459408
7317	0.0326834	0.104163
7318	0.0357753	-0.0639236
7319	0.0357753	0.0819887
7320	0.0391333	-0.0694408
7321	0.0391333	0.0217991
7322	0.0417393	-0.0545699
7323	0.0417393	-0.0600449
7324	0.0417393	0.145859
7325	0.0381215	0.0699984
7326	0.0438836	-0.117761
7327	0.0438836	0.0266414
7328	0.0438836	0.0385768
7329	0.0438836	-0.0558738
7330	0.0438836	0.00934757
7331	0.0438836	0.0104807
7332	0.0457842	-0.0407203
7333	0.047311	-0.0333416
7334	0.047311	-0.0590356
7335	0.047311	0.10484
7336	0.0475036	-0.00669759
7337	0.0475036	0.0869366
7338	0.0475036	0.0296195
7339	0.0470796	0.00564745
7340	0.0470796	0.048544
7341	0.0470796	-0.0372231
7342	0.0458836	0.0211457
7343	0.0458836	-0.0903291
7344	0.0458653	-0.00238601
7345	0.0487435	-0.060429
7346	0.0484673	0.00261182
7347	0.0493387	-0.0203709
7348	0.0507713	-0.0316668
7349	0.0516195	-0.0200441
7350	0.0516195	0.114583
7351	0.0457513	0.114504
7352	0.0422029	0.0683682
7353	0.0395815	0.0500008
7354	0.0449392	-0.109743
7355	0.0449392	-0.103319
7356	0.0489963	-0.0839992
7357	0.0512144	-0.0473895
7358	0.0512144	0.0601118
7359	0.0512144	0.0215877
7360	0.0525289	-0.0294158
7361	0.0496302	0.0549422
7362	0.0434791	0.120293
7363	0.0434791	0.0674088
7364	0.0440096	-0.013239
7365	0.0440096	0.09009
7366	0.0418444	0.0407512
7367	0.0418444	-0.0235338
7368	0.0418444	0.110842
7369	0.0411694	0.011018
7370	0.0399613	0.0217405
7371	0.0399613	0.0587456
7372	0.0399613	0.0251805
7373	0.0387051	0.0227778
7374	0.0343925	0.084104
7375	0.0343925	0.0658808
7376	0.0335231	0.0153623
7377	0.0346357	-0.0243078
7378	0.0288625	0.113619
7379	0.0288411	-0.00130195
7380	0.032196	-0.0689621
7381	0.032196	0.00172872
7382	0.0381371	-0.120993
7383	0.0381371	0.00886194
7384	0.0403432	-0.0464962
7385	0.0403432	0.0275387
7386	0.0422877	-0.0413883
7387	0.0439756	-0.0363619
7388	0.0488795	-0.100912
7389	0.0496789	-0.0189516
7390	0.0485489	0.0196674
7391	0.0480354	0.00737776
7392	0.0467346	0.0231877
7393	0.0467346	-0.0110803
7394	0.0441753	0.0484871
7395	0.0451613	-0.0224087
7396	0.0451613	0.062112
7397	0.0451613	0.0346286
7398	0.0451613	-0.00441314
7399	0.0451613	-0.137704
7400	0.0473258	-0.0460867
7401	0.0473258	0.0478513
7402	0.0463427	0.0168635
7403	0.0476916	-0.0298116
7404	0.0465138	0.0207433
7405	0.0440857	0.0458707
7406	0.0458662	-0.0383253
7407	0.0459556	-0.00454202
7408	0.0454812	0.00675189
7409	0.0454812	-0.0739227
7410	0.0454812	0.0144002
7411	0.0454812	-0.0296586
7412	0.0454812	0.0297365
7413	0.0465307	-0.0237606
7414	0.048217	-0.0365843
7415	0.048217	0.00215803
7416	0.048217	0.0540078
7417	0.048217	-0.0547578
7418	0.048217	-0.0325581
7419	0.048217	0.0651659
7420	0.048217	0.0796575
7421	0.048217	0.0338234
7422	0.0479376	0.0027084
7423	0.0501015	-0.0462405
7424	0.0501015	-0.030392
7425	0.0476319	0.0464866
7426	0.0476319	-0.0289422
7427	0.045539	0.0390855
7428	0.0445302	0.0174855
7429	0.0445302	0.00996357
7430	0.0445302	0.0624783
7431	0.0445302	-0.0853903
7432	0.0445302	0.0840169
7433	0.0445302	-0.0519122
7434	0.0445302	0.100089
7435	0.0462901	-0.0379382
7436	0.0462901	0.0678537
7437	0.0482857	-0.0427684
7438	0.0480323	0.00218239
7439	0.0480323	0.0293478
7440	0.0480323	0.0611904
7441	0.0480323	0.0476714
7442	0.0480323	0.0956366
7443	0.0482983	-0.00821093
7444	0.0482983	0.0274828
7445	0.0482983	-0.0166443
7446	0.0536721	-0.110589
7447	0.0516905	0.0364918
7448	0.0505188	0.0203826
7449	0.0485199	0.037029
7450	0.0485199	-0.013467
7451	0.0485199	-0.0371272
7452	0.0485199	0.0978171
7453	0.0512585	-0.0577919
7454	0.0512585	0.028644
7455	0.0512585	-0.0595899
7456	0.0509694	0.00271881
7457	0.0509694	0.0464093
7458	0.0516696	-0.0170883
7459	0.0528907	-0.0275696
7460	0.0517502	0.0196841
7461	0.0553541	-0.075327
7462	0.0553541	-0.0202755
7463	0.0553541	0.00787312
7464	0.0520257	0.063382
7465	0.0520257	0.026195
7466	0.049239	0.0527262
7467	0.0547838	-0.114073
7468	0.0547838	-0.0803743
7469	0.0504775	0.0830139
7470	0.0555085	-0.103848
7471	0.0555085	0.150533
7472	0.0555085	-0.064957
7473	0.0535209	0.0365025
7474	0.0535209	0.0784584
7475	0.0535209	0.0979936
7476	0.0535209	-0.0545479
7477	0.0512231	0.0428382
7478	0.0551244	-0.0812535
7479	0.0551244	-0.0216552
7480	0.0551244	0.0619456
7481	0.0551244	0.0256874
7482	0.0559236	-0.0193226
7483	0.0559236	0.0418738
7484	0.0554795	0.00554616
7485	0.0578129	-0.0500878
7486	0.0544338	0.0642489
7487	0.0544338	0.055596
7488	0.0565111	-0.0448935
7489	0.0574074	-0.0213494
7490	0.0657565	-0.17076
7491	0.0657565	-0.00458516
7492	0.0657565	0.0273494
7493	0.065594	-0.000687687
7494	0.0636024	0.0359783
7495	0.0636024	-0.0686073
7496	0.0636024	0.0391197
7497	0.0684688	-0.101338
7498	0.0684688	0.0227885
7499	0.0684688	0.1152
7500	0.0696783	-0.028344
7501	0.0696783	0.0357382
7502	0.0696783	-0.0506461
7503	0.0696783	0.052654
7504	0.0696783	-0.0103715
7505	0.0696783	0.0291497
7506	0.0671878	0.0457311
7507	0.069915	-0.0586832
7508	0.069915	0.048302
7509	0.0762507	-0.131161
7510	0.077236	-0.0243188
7511	0.0765262	0.00959234
7512	0.0752446	0.0210953
7513	0.0766471	-0.0326198
7514	0.0766471	0.0163376
7515	0.0766471	-0.014021
7516	0.0794811	-0.0613899
7517	0.0817955	-0.051147
7518	0.0817955	0.0372505
7519	0.0817955	-0.0383872
7520	0.0768702	0.0937979
7521	0.0737571	0.0577774
7522	0.0737571	0.108456
7523	0.0756234	-0.0418249
7524	0.0807569	-0.10741
7525	0.0792267	0.0258212
7526	0.0792267	-0.0275407
7527	0.0828929	-0.0782224
7528	0.0828929	-0.0026034
7529	0.0828929	0.0211317
7530	0.0828929	0.0485483
7531	0.0818303	0.0163243
7532	0.0818303	0.0201951
7533	0.0837849	-0.0440779
7534	0.0817169	0.0364189
7535	0.0817169	0.0526416
7536	0.0817169	-0.0554842
7537	0.0773383	0.0828456
7538	0.0757419	0.0273559
7539	0.0757419	0.114398
7540	0.0764522	-0.0187777
7541	0.0764522	0.0566191
7542	0.0789441	-0.0545221
7543	0.0726222	0.121956
7544	0.0726222	-0.0807187
7545	0.0726222	-0.101341
7546	0.0652538	0.14331
7547	0.0652538	-0.039498
7548	0.064373	0.0137373
7549	0.064373	0.0801145
7550	0.0644744	-0.00589248
7551	0.0644744	-0.0760245
7552	0.0644744	0.126946
7553	0.0644744	-0.0292206
7554	0.0644744	0.0277991
7555	0.0625941	0.0338147
7556	0.06448	-0.0415465
7557	0.06448	0.0576942
7558	0.0646129	-0.00652968
7559	0.0593983	0.100626
7560	0.0593983	-0.0248539
7561	0.0593983	0.128597
7562	0.0604342	-0.0243227
7563	0.0538882	0.12756
7564	0.0489986	0.0947563
7565	0.0489986	0.0117644
7566	0.0486118	0.0048123
7567	0.0444823	0.0798413
7568	0.0489737	-0.0926755
7569	0.0489737	0.00425568
7570	0.0489737	0.053891
7571	0.0489737	-0.179389
7572	0.0489737	0.0462533
7573	0.0479699	0.0171795
7574	0.0479699	0.0628788
7575	0.0497667	-0.0388849
7576	0.0495034	0.00229086
7577	0.0502741	-0.0184136
7578	0.0502741	0.0346816
7579	0.044184	0.119033
7580	0.0437653	0.0057409
7581	0.0413467	0.0458438
7582	0.0413467	-0.0121349
7583	0.0413467	-0.0298516
7584	0.0449695	-0.0750815
7585	0.0408301	0.0802588
7586	0.0408301	0.112826
7587	0.0408301	-0.0926286
7588	0.0400762	0.0126599
7589	0.0391455	0.0162466
7590	0.0347098	0.0865448
7591	0.036594	-0.0398414
7592	0.0416485	-0.103487
7593	0.0416485	0.0623656
7594	0.0416485	0.0563897
7595	0.0428947	-0.0274725
7596	0.0428947	0.00199503
7597	0.0428947	0.100223
7598	0.0428947	0.0275221
7599	0.0428947	0.0168053
7600	0.0428947	0.0604143
7601	0.0428947	-0.0527232
7602	0.0426001	0.0033312
7603	0.0426001	-0.0312872
7604	0.0426001	0.025854
7605	0.0446112	-0.0428574
7606	0.0446112	-0.032972
7607	0.0446112	0.0405909
7608	0.0446112	0.0312055
7609	0.0463206	-0.036932
7610	0.0463206	-0.110835
7611	0.0463206	0.0695586
7612	0.0500194	-0.0769021
7613	0.0500194	-0.0458808
7614	0.0500194	-0.0327402
7615	0.0500194	0.0593247
7616	0.0492123	0.0131737
7617	0.0492123	-0.00452288
7618	0.0475911	0.0295387
7619	0.050431	-0.0597653
7620	0.050431	-0.00150144
7621	0.050431	-0.0100387
7622	0.050431	0.0672747
7623	0.050431	0.0211845
7624	0.0492516	0.0206113
7625	0.0492516	0.0230811
7626	0.0495759	-0.00945343
7627	0.0516834	-0.0452083
7628	0.0544396	-0.0583342
7629	0.0555072	-0.0246598
7630	0.0549939	0.00695896
7631	0.0549939	-0.0427252
7632	0.0549939	0.120811
7633	0.0549939	0.080241
7634	0.0495101	0.106598
7635	0.0536409	-0.0857526
7636	0.0507045	0.0556295
7637	0.0507045	0.00117476
7638	0.0507045	-0.128008
7639	0.0520864	-0.0307347
7640	0.0517626	0.00336546
7641	0.0517626	0.0948681
7642	0.0517626	0.0424888
7643	0.0491966	0.0483197
7644	0.0491966	0.00861554
7645	0.0472471	0.0361188
7646	0.0472471	0.0903988
7647	0.0479322	-0.016564
7648	0.0479322	0.147092
7649	0.0479322	-0.0648626
7650	0.0482435	-0.00911196
7651	0.045564	0.050804
7652	0.045564	0.0125558
7653	0.0440496	0.0276166
7654	0.0465602	-0.0529542
7655	0.0465602	0.0332883
7656	0.0465602	-0.0138789
7657	0.0440659	0.0471938
7658	0.0386837	0.105218
7659	0.0386837	0.00208259
7660	0.0370777	0.0298639
7661	0.0384198	-0.0291186
7662	0.0384198	0.0538514
7663	0.0324072	0.118189
7664	0.0324072	0.0787152
7665	0.0358646	-0.071232
7666	0.0358646	-0.0256505
7667	0.0358646	0.0466103
7668	0.0417892	-0.12088
7669	0.0417892	-0.0870819
7670	0.0417892	0.0781077
7671	0.0417892	0.0247032
7672	0.0417892	-0.0429091
7673	0.0417892	0.0366656
7674	0.0417892	0.0668976
7675	0.0417892	0.118262
7676	0.0380037	0.0733563
7677	0.0406282	-0.0548742
7678	0.0406282	0.0666834
7679	0.0406282	-0.0200796
7680	0.0406282	0.0635952
7681	0.0398044	0.0140729
7682	0.0402247	-0.0108106
7683	0.0465154	-0.128479
7684	0.0465154	0.039009
7685	0.0465154	0.0811871
7686	0.052141	-0.115527
7687	0.0496329	0.0471343
7688	0.0512693	-0.0357692
7689	0.0478661	0.0651247
7690	0.0478661	0.054045
7691	0.0478661	0.0197169
7692	0.0478661	0.0233608
