# Step	AvgQ	AvgP
2632	-0.0918222	0.017122
2633	-0.0907905	-0.0151686
2634	-0.0907905	0.074439
2635	-0.0884981	-0.0404968
2636	-0.0884981	-0.0333759
2637	-0.0913031	0.0615205
2638	-0.0925214	0.0298914
2639	-0.089026	-0.0644996
2640	-0.0881953	-0.0113085
2641	-0.0883336	0.00806058
2642	-0.0883336	-0.066833
2643	-0.0891643	0.0219445
2644	-0.0855284	-0.067517
2645	-0.0855284	-0.0707923
2646	-0.084793	-0.00960776
2647	-0.084793	-0.114236
2648	-0.0851265	0.0117683
2649	-0.0851265	0.0307994
2650	-0.0812022	-0.0735401
2651	-0.0812022	0.0106806
2652	-0.0843053	0.0670569
2653	-0.0843053	-0.149257
2654	-0.0891838	0.102822
2655	-0.0924022	0.0698471
2656	-0.0917317	-0.00789612
2657	-0.0917317	0.00748991
2658	-0.0917317	0.0156822
2659	-0.0917183	0.00523246
2660	-0.0917183	0.113373
2661	-0.0952833	0.0769443
2662	-0.0986913	0.0740097
2663	-0.100813	0.0484449
2664	-0.0989629	-0.0310365
2665	-0.0937669	-0.0981939
2666	-0.0959441	0.0492552
2667	-0.0959441	-0.00788697
2668	-0.0953801	-0.00554901
2669	-0.0953801	0.0199765
2670	-0.0953801	0.0951717
2671	-0.0937524	-0.0269002
2672	-0.0898064	-0.0734553
2673	-0.0898064	0.0754203
2674	-0.0898064	-0.0501667
2675	-0.0924272	0.0579055
2676	-0.0924272	-0.0921006
2677	-0.0935574	0.0281926
2678	-0.0935574	-0.106338
2679	-0.087122	-0.123355
2680	-0.0873012	0.00881544
2681	-0.0873012	0.0388442
2682	-0.0873012	-0.0427063
2683	-0.0873012	-0.058022
2684	-0.0873012	0.0582
2685	-0.0888846	0.0369663
2686	-0.08552	-0.0620953
2687	-0.08552	-0.0153178
2688	-0.0802193	-0.101099
2689	-0.0811417	0.0232961
2690	-0.0811417	0.0770687
2691	-0.0811417	-0.059841
2692	-0.0811417	-0.116878
2693	-0.0830892	0.0438943
2694	-0.0857097	0.0574989
2695	-0.0834836	-0.0394721
2696	-0.0818184	-0.028364
2697	-0.0818184	0.004883
2698	-0.0874053	0.116869
2699	-0.089823	0.0536928
2700	-0.0869162	-0.0528656
2701	-0.0833018	-0.0672214
2702	-0.0869539	0.078185
2703	-0.0847182	-0.0395891
2704	-0.0847182	-0.0852338
2705	-0.0861785	0.0343434
2706	-0.0846676	-0.0251092
2707	-0.0888933	0.0897614
2708	-0.0915328	0.0582257
2709	-0.0928234	0.0313544
2710	-0.0932311	0.0137366
2711	-0.0932311	-0.127547
2712	-0.0932311	0.0871307
2713	-0.0932311	0.177066
2714	-0.0932311	-0.147657
2715	-0.0887944	-0.0833217
2716	-0.0904788	0.0390818
2717	-0.0863203	-0.0779119
2718	-0.0833924	-0.0534994
2719	-0.0833924	-0.0663658
2720	-0.0833924	0.0518193
2721	-0.0833924	0.0758242
2722	-0.086148	0.0602243
2723	-0.0827845	-0.0622379
2724	-0.0827845	0.171788
2725	-0.0827845	-0.0610006
2726	-0.0827845	0.0792484
2727	-0.0848532	0.0464209
2728	-0.0884382	0.0769332
2729	-0.0834512	-0.0946361
2730	-0.0834512	0.0684684
2731	-0.0811784	-0.0405434
2732	-0.0811784	-0.0452057
2733	-0.0762173	-0.094553
2734	-0.0727324	-0.065268
2735	-0.065923	-0.1321
2736	-0.065923	-0.0173863
2737	-0.065923	-0.141711
2738	-0.0622469	-0.0697153
2739	-0.0604651	-0.0319751
2740	-0.0617217	0.0288078
2741	-0.0617217	-0.0179238
2742	-0.0617217	0.0307414
2743	-0.0617217	0.0424725
2744	-0.0569316	-0.0922913
2745	-0.0569316	-0.0194975
2746	-0.0663039	0.191236
2747	-0.0663039	-0.0539367
2748	-0.0609625	-0.103066
2749	-0.0554811	-0.106192
2750	-0.0586491	0.0668133
2751	-0.0586491	-0.0523661
2752	-0.0596262	0.0230985
2753	-0.0596262	-0.108686
2754	-0.0541391	-0.106387
2755	-0.0566515	0.0535957
2756	-0.0566515	0.0414821
2757	-0.0566515	0.0349449
2758	-0.0566515	-0.0806137
2759	-0.0566515	0.00819159
2760	-0.0505538	-0.118802
2761	-0.0505538	-0.00209378
2762	-0.0523739	0.0395085
2763	-0.0495471	-0.05351
2764	-0.0495471	0.0259697
2765	-0.0479466	-0.0291019
2766	-0.0479466	0.0835349
2767	-0.0479466	-0.0839471
2768	-0.0479466	-0.0759978
2769	-0.0500065	0.044155
2770	-0.0500065	0.0818639
2771	-0.0500065	-0.0254637
2772	-0.0486747	-0.0236901
2773	-0.0486747	0.0816273
2774	-0.0537353	0.104335
2775	-0.0599748	0.128262
2776	-0.0599748	0.06937
2777	-0.0588889	-0.018165
2778	-0.0554521	-0.0653425
2779	-0.0543311	-0.0191384
2780	-0.0543311	-0.0265982
2781	-0.0543311	-0.051922
2782	-0.0543311	-0.0749962
2783	-0.0598609	0.114076
2784	-0.058464	-0.0244038
2785	-0.058464	-0.0680186
2786	-0.058464	-0.0293075
2787	-0.058464	-0.0813977
2788	-0.0568359	-0.0291213
2789	-0.0588448	0.0436656
2790	-0.0588448	-0.0542077
2791	-0.0594681	0.0160214
2792	-0.0571638	-0.0426121
2793	-0.0571638	-0.00535922
2794	-0.0540687	-0.0585986
2795	-0.0521345	-0.0355202
2796	-0.0521345	0.0368621
2797	-0.0521345	-0.0569884
2798	-0.0477945	-0.0838471
2799	-0.0477945	-0.0583841
2800	-0.049648	0.0400099
2801	-0.049648	0.0024728
2802	-0.0514258	0.0386052
2803	-0.0475577	-0.0744341
2804	-0.0496059	0.0438987
2805	-0.0508922	0.0287534
2806	-0.0508922	0.0244286
2807	-0.0505092	-0.00462347
2808	-0.0505092	0.0295167
2809	-0.0568698	0.130496
2810	-0.0581941	0.0299504
2811	-0.0572925	-0.0145782
2812	-0.0572925	0.0128563
2813	-0.0529359	-0.0838709
2814	-0.0540951	0.0264047
2815	-0.0535492	-0.00769669
2816	-0.0530185	-0.00742436
2817	-0.0530185	0.0508706
2818	-0.0530185	0.0140991
2819	-0.0530185	-0.013372
2820	-0.0530185	0.0205264
2821	-0.0536033	0.0149009
2822	-0.0536033	-0.105731
2823	-0.0538913	0.00898504
2824	-0.0551813	0.029085
2825	-0.0551813	0.114356
2826	-0.0596767	0.0933968
2827	-0.0605592	0.0212634
2828	-0.0605592	-0.0595361
2829	-0.0605592	0.00623326
2830	-0.0637759	0.068095
2831	-0.0637759	0.0453149
2832	-0.0637759	0.0563244
2833	-0.0637759	0.0607707
2834	-0.0637759	-0.0550598
2835	-0.0648911	0.0261752
2836	-0.0648911	0.0813465
2837	-0.0648911	0.0217163
2838	-0.0648911	0.0348114
2839	-0.0621033	-0.0519778
2840	-0.0621033	-0.0875638
2841	-0.0621033	-0.0615737
2842	-0.0621033	-0.0763859
2843	-0.064709	0.0559445
2844	-0.064709	-0.0124185
2845	-0.0658843	0.0274321
2846	-0.0653656	-0.00644314
2847	-0.0653656	-0.0602424
2848	-0.0683037	0.0628009
2849	-0.0683037	-0.0181666
2850	-0.0664503	-0.0330468
2851	-0.0675194	0.0254094
2852	-0.0675194	0.0990102
2853	-0.0675194	0.00322779
2854	-0.0711335	0.0764777
2855	-0.0711335	-0.0713376
2856	-0.0711335	-0.0111219
2857	-0.0711335	0.100449
2858	-0.0691506	-0.0354721
2859	-0.0668798	-0.0413606
2860	-0.0668798	0.103714
2861	-0.0641526	-0.0506427
2862	-0.0706872	0.134803
2863	-0.0706872	-0.0492611
2864	-0.0706872	-0.0173053
2865	-0.0706872	-0.00326068
2866	-0.072603	0.0426309
2867	-0.072603	-0.0783842
2868	-0.072603	0.099367
2869	-0.072603	-0.0597279
2870	-0.0703409	-0.0409788
2871	-0.0703409	0.0117283
2872	-0.0734388	0.0663021
2873	-0.0708088	-0.0483031
2874	-0.0708088	0.0502512
2875	-0.0715375	0.018851
2876	-0.0715375	-0.00809277
2877	-0.0715375	-0.134503
2878	-0.0732599	0.0388061
2879	-0.0732599	-0.0185202
2880	-0.0732599	-0.0407225
2881	-0.0732599	-0.0697809
2882	-0.0732599	0.160983
2883	-0.0732599	0.00279936
2884	-0.0732599	-0.0392551
2885	-0.0732599	-0.0859749
2886	-0.0731707	0.00260617
2887	-0.0732411	0.00579845
2888	-0.0744675	0.0289706
2889	-0.0744675	-0.0841977
2890	-0.0744675	-0.0470952
2891	-0.0750816	0.0167723
2892	-0.0712406	-0.0724728
2893	-0.0712406	-0.0704627
2894	-0.0732452	0.0444458
2895	-0.0700283	-0.0600738
2896	-0.0700283	0.0131184
2897	-0.0700283	0.010853
2898	-0.0677422	-0.0416162
2899	-0.0666269	-0.0182883
2900	-0.0666269	0.026362
2901	-0.0666269	-0.0503374
2902	-0.0650267	-0.0280709
2903	-0.0654113	0.011607
2904	-0.0654113	-0.0121052
2905	-0.0654113	0.0386888
2906	-0.0632168	-0.0400567
2907	-0.0620409	-0.0197727
2908	-0.0648618	0.0602514
2909	-0.0648618	0.0525077
2910	-0.0642525	-0.00832014
2911	-0.0624433	-0.0324038
2912	-0.0578253	-0.0888015
2913	-0.0605336	0.0577421
2914	-0.0663787	0.120768
2915	-0.0668387	0.0131994
2916	-0.0684112	0.0355208
2917	-0.0684112	0.00640935
2918	-0.0666368	-0.0314556
2919	-0.0666368	-0.110709
2920	-0.0666368	0.019403
2921	-0.0690544	0.052444
2922	-0.072469	0.072571
2923	-0.072469	0.00335398
2924	-0.072469	-0.116419
2925	-0.072469	0.0872281
2926	-0.072469	-0.0392476
2927	-0.072469	-0.116919
2928	-0.0763038	0.0811954
2929	-0.0817019	0.112756
2930	-0.0817019	-0.0614918
2931	-0.0790261	-0.0487237
2932	-0.076436	-0.0471674
2933	-0.0741324	-0.0415796
2934	-0.0741324	-0.0113451
2935	-0.0691157	-0.0960898
2936	-0.0691157	-0.105039
2937	-0.0691157	0.0524764
2938	-0.0699759	0.0213831
2939	-0.0699759	-0.0822809
2940	-0.0648472	-0.0985832
2941	-0.0608089	-0.0770401
2942	-0.0590364	-0.0318745
2943	-0.0590364	-0.0335434
2944	-0.0616565	0.0560488
2945	-0.0620175	0.0109319
2946	-0.0620175	-0.045505
2947	-0.0687505	0.13865
2948	-0.0687505	-0.0279922
2949	-0.0697023	0.0231973
2950	-0.0697023	-0.0377444
2951	-0.0737699	0.0856944
2952	-0.0732579	-0.00583604
2953	-0.0732579	0.0320899
2954	-0.0732579	0.015643
2955	-0.0732579	0.00296019
2956	-0.0732579	-0.0304593
2957	-0.0698949	-0.0630028
2958	-0.0696081	-0.00155477
2959	-0.0686509	-0.0150084
2960	-0.066467	-0.0396494
2961	-0.0688075	0.0508907
2962	-0.0717038	0.0621678
2963	-0.0746346	0.0630351
2964	-0.0797066	0.106119
2965	-0.0797066	-0.132294
2966	-0.0797066	-0.0209686
2967	-0.0797066	-0.0544986
2968	-0.0797066	-0.0725753
2969	-0.0794563	-0.000235309
2970	-0.0787232	-0.00992679
2971	-0.0840394	0.111259
2972	-0.0840394	0.0704394
2973	-0.0833518	-0.00873979
2974	-0.0833518	-0.0681864
2975	-0.0833518	0.070879
2976	-0.0801154	-0.0598588
2977	-0.0770294	-0.0570398
2978	-0.0786327	0.0367506
2979	-0.0697161	-0.173976
2980	-0.0735316	0.0806454
2981	-0.0766092	0.0660845
2982	-0.0734803	-0.0581096
2983	-0.0734803	-0.0127802
2984	-0.0734803	-0.131022
2985	-0.077855	0.0920773
2986	-0.077855	-0.0706259
2987	-0.077855	0.0281254
2988	-0.077855	-0.0204331
2989	-0.0828897	0.105564
2990	-0.0827999	0.00317175
2991	-0.0840363	0.0297429
2992	-0.0840363	0.0372233
2993	-0.0840363	0.0351141
2994	-0.0840363	-0.0927343
2995	-0.0840363	-0.0240321
2996	-0.0828264	-0.0192072
2997	-0.0828264	-0.0239862
2998	-0.0864362	0.077309
2999	-0.0884766	0.0460724
3000	-0.0864024	-0.0362615
3001	-0.0864024	-0.0863084
3002	-0.0864024	-0.0217823
3003	-0.0864024	0.00695356
3004	-0.079674	-0.129656
3005	-0.079674	-0.0214581
3006	-0.0787471	-0.013797
3007	-0.0718667	-0.133161
3008	-0.0718667	-0.0271574
3009	-0.0722251	0.0114911
3010	-0.0722251	0.000469605
3011	-0.0710339	-0.0195403
3012	-0.0710339	-0.113423
3013	-0.0664818	-0.0869648
3014	-0.0703493	0.0814932
3015	-0.0703493	0.0366623
3016	-0.0715477	0.0282343
3017	-0.0764398	0.102329
3018	-0.0764398	-0.0269089
3019	-0.0718455	-0.087485
3020	-0.0672465	-0.0878577
3021	-0.0672465	0.184334
3022	-0.0679041	0.0172112
3023	-0.0663733	-0.0266038
3024	-0.0663733	0.0190205
3025	-0.067046	0.0174611
3026	-0.0703011	0.0692527
3027	-0.067187	-0.0581913
3028	-0.067187	0.00608492
3029	-0.0671006	0.00229816
3030	-0.0671006	0.0422129
3031	-0.0630201	-0.077749
3032	-0.0583616	-0.0895793
3033	-0.0582887	0.00204024
3034	-0.0512263	-0.138037
3035	-0.0580935	0.140692
3036	-0.0646369	0.134616
3037	-0.0593177	-0.102723
3038	-0.0593177	-0.097966
3039	-0.0638902	0.0951908
3040	-0.0672967	0.0720995
3041	-0.0697892	0.0539863
3042	-0.0711229	0.0309126
3043	-0.0672501	-0.0733473
3044	-0.0672501	-0.0983776
3045	-0.0672501	-0.0102663
3046	-0.0642327	-0.0564345
3047	-0.0635023	-0.0107864
3048	-0.0635023	0.147122
3049	-0.0683655	0.101267
3050	-0.065315	-0.0570316
3051	-0.065315	-0.0906402
3052	-0.0666957	0.0315854
3053	-0.0666957	-0.0866717
3054	-0.0666957	-0.0204028
3055	-0.0666957	-0.0907609
3056	-0.0666957	-0.165763
3057	-0.069341	0.057012
3058	-0.069341	0.0022826
3059	-0.0662812	-0.0571607
3060	-0.0670247	0.0188764
3061	-0.0654336	-0.0278664
3062	-0.0635696	-0.0334317
3063	-0.0635696	-0.017397
3064	-0.0635696	-0.0388875
3065	-0.0646025	0.0245118
3066	-0.0646025	0.0188575
3067	-0.0670667	0.0532563
3068	-0.0670667	0.0492255
3069	-0.0670667	-0.0704546
3070	-0.0670667	0.0235073
3071	-0.0691407	0.0455865
3072	-0.0649299	-0.0802387
3073	-0.0649299	0.023249
3074	-0.0635421	-0.023918
3075	-0.0635421	-0.079062
3076	-0.0635421	-0.0888028
3077	-0.0689271	0.111727
3078	-0.072535	0.0764364
3079	-0.0705414	-0.0356011
3080	-0.0733636	0.0607873
3081	-0.0756686	0.0505928
3082	-0.0756686	0.0222415
3083	-0.0769237	0.0296886
3084	-0.0815152	0.096629
3085	-0.0785846	-0.0538414
3086	-0.0780617	-0.00576667
3087	-0.0803448	0.0504357
3088	-0.0778086	-0.0460092
3089	-0.0778086	0.050156
3090	-0.0778086	-0.00170043
3091	-0.0778086	0.00630312
3092	-0.0748202	-0.0552211
3093	-0.0748202	0.0145793
3094	-0.0727345	-0.0373096
3095	-0.0727345	0.0295702
3096	-0.074109	0.0319059
3097	-0.074109	-0.0425082
3098	-0.074763	0.017551
3099	-0.074763	-0.0948413
3100	-0.074763	-0.0855575
3101	-0.074763	-0.133537
3102	-0.0732122	-0.0265942
3103	-0.0732122	-0.0112481
3104	-0.0732122	0.0451165
3105	-0.0739911	0.0199999
3106	-0.0739911	0.0478266
3107	-0.0739911	0.0809834
3108	-0.0749739	0.024132
3109	-0.0788585	0.0823444
3110	-0.0853386	0.134592
3111	-0.0853386	0.140267
3112	-0.0874287	0.0470046
3113	-0.0874287	-0.0227428
3114	-0.0843998	-0.0554581
3115	-0.0843998	-0.177455
3116	-0.0843998	0.0295258
3117	-0.0849056	0.0151992
3118	-0.0864226	0.0354928
3119	-0.0864226	-0.132927
3120	-0.0864226	-0.0126939
3121	-0.0869217	0.0151835
3122	-0.0869217	-0.0240717
3123	-0.0869217	0.0207668
3124	-0.0840089	-0.0531589
3125	-0.0794723	-0.0858771
3126	-0.0794723	0.0382619
3127	-0.0794723	-0.0645726
3128	-0.0780091	-0.024556
3129	-0.0802505	0.0495949
3130	-0.0840238	0.0804317
3131	-0.0817714	-0.0400999
3132	-0.0817714	-0.0386506
3133	-0.0795444	-0.0397271
3134	-0.0795444	-0.0235867
3135	-0.078491	-0.0163397
3136	-0.0749646	-0.0659617
3137	-0.0732988	-0.0288877
3138	-0.0723772	-0.0140739
3139	-0.0713447	-0.0163499
3140	-0.0709696	-0.00323893
3141	-0.0709696	-0.00650078
3142	-0.0757025	0.0991034
3143	-0.0750843	-0.00784805
3144	-0.0750843	0.0550515
3145	-0.0758907	0.020664
3146	-0.0758907	-0.0131528
3147	-0.0732456	-0.0484583
3148	-0.0732456	-9.4587e-05
3149	-0.0732456	-0.0167865
3150	-0.0736098	0.0116907
3151	-0.0736098	-0.0107476
3152	-0.0737571	0.0073664
3153	-0.0737571	0.034707
3154	-0.0702294	-0.0662709
3155	-0.0729775	0.0592843
3156	-0.0729775	0.0023422
3157	-0.0782929	0.110897
3158	-0.0712805	-0.135834
3159	-0.0712805	-0.00301942
3160	-0.0683917	-0.0536172
3161	-0.0683917	0.0468523
3162	-0.0680422	-0.00290234
3163	-0.0680422	-0.104069
3164	-0.0647416	-0.0620649
3165	-0.0632843	-0.0253208
3166	-0.0639777	0.0176899
3167	-0.0642155	0.00860193
3168	-0.0642155	-0.176002
3169	-0.0592867	-0.0949221
3170	-0.0601621	0.021098
3171	-0.0601621	0.0379603
3172	-0.0601621	-0.0412532
3173	-0.0601621	0.00139411
3174	-0.0601621	-0.0165615
3175	-0.0588722	-0.0222413
3176	-0.0595269	0.0166507
3177	-0.0572692	-0.0416742
3178	-0.0572692	-0.035341
3179	-0.0585184	0.028468
3180	-0.0574222	-0.0184595
3181	-0.056149	-0.0220705
3182	-0.0555112	-0.0094155
3183	-0.0541735	-0.023477
3184	-0.0541735	-0.0693582
3185	-0.050451	-0.0713517
3186	-0.050451	-0.0561234
3187	-0.050451	0.00106668
3188	-0.050451	-0.0235937
3189	-0.050451	0.0282582
3190	-0.050451	-0.0422691
3191	-0.0503669	0.0013403
3192	-0.0506254	0.00820067
3193	-0.0506254	0.0546973
3194	-0.0492402	-0.0247242
3195	-0.0492402	-0.0732583
3196	-0.0455743	-0.070511
3197	-0.0455743	-0.0592756
3198	-0.0455743	-0.0128878
3199	-0.0414822	-0.0792742
3200	-0.0467278	0.10761
3201	-0.0462294	-0.0071859
3202	-0.0462294	0.053088
3203	-0.0417412	-0.0871717
3204	-0.0444154	0.0560947
3205	-0.0427224	-0.031265
3206	-0.0427224	-0.137002
3207	-0.0427224	0.0285411
3208	-0.0427224	-0.00928013
3209	-0.0420775	-0.0103611
3210	-0.0420775	-0.0977097
3211	-0.0420775	0.00984518
3212	-0.0384657	-0.0698571
3213	-0.0384657	0.143731
3214	-0.0384657	-0.0145121
3215	-0.0414817	0.0627468
3216	-0.0414817	0.0308734
3217	-0.0414817	0.0722948
3218	-0.0409168	-0.00883306
3219	-0.0374905	-0.066209
3220	-0.0374905	0.0607627
3221	-0.0436356	0.125397
3222	-0.0436356	0.0398668
3223	-0.0436356	0.0842666
3224	-0.0435202	0.000303733
3225	-0.0435202	-0.0879433
3226	-0.0435202	-0.101888
3227	-0.0435202	-0.0742404
3228	-0.0435202	0.0187427
3229	-0.0450836	0.0339406
3230	-0.0476658	0.054452
3231	-0.0476658	0.0279945
3232	-0.0476658	0.0723531
3233	-0.0476658	0.0146998
3234	-0.0476658	0.0196168
3235	-0.0500038	0.0497137
3236	-0.0500038	-0.0207736
3237	-0.0472978	-0.0512307
3238	-0.043444	-0.0743938
3239	-0.0438266	0.0102716
3240	-0.0438266	0.0099967
3241	-0.0398604	-0.0768547
3242	-0.0404215	0.0136344
3243	-0.0428954	0.0520016
3244	-0.0437799	0.0202991
3245	-0.0437799	-0.00933679
3246	-0.0437799	0.0380582
3247	-0.045326	0.033608
3248	-0.045326	0.0293418
3249	-0.0418732	-0.0664754
3250	-0.0418732	-0.0443705
3251	-0.0453851	0.0728901
3252	-0.0454418	0.00385826
3253	-0.0454418	-0.0822571
3254	-0.0497702	0.0894662
3255	-0.0484813	-0.0228436
3256	-0.0484813	-0.0702285
3257	-0.0473313	-0.0201391
3258	-0.0488996	0.0342666
3259	-0.0488996	-0.0120348
3260	-0.0515033	0.0551113
3261	-0.0515033	-0.0391334
3262	-0.0484449	-0.0582024
3263	-0.0484449	0.0569917
3264	-0.0484449	0.0498428
3265	-0.0484449	0.00865443
3266	-0.0484449	-0.13314
3267	-0.0484449	-0.0599275
3268	-0.0420565	-0.12512
3269	-0.0413295	-0.0120458
3270	-0.0428184	0.0323153
3271	-0.0428184	-0.121491
3272	-0.0470885	0.088142
3273	-0.0470885	0.0120688
3274	-0.0470885	-0.0385595
3275	-0.0460828	-0.0173316
3276	-0.0460828	-0.0138656
3277	-0.0440114	-0.038747
3278	-0.0435863	-0.00587946
3279	-0.044872	0.0283792
3280	-0.044872	-0.0573936
3281	-0.0398011	-0.0989294
3282	-0.0398011	-0.13756
3283	-0.0398011	-0.0463436
3284	-0.0368843	-0.0560664
3285	-0.0348225	-0.0391086
3286	-0.0344117	-0.00614247
3287	-0.0344117	0.0486355
3288	-0.0359345	0.0325797
3289	-0.0359345	-0.0473862
3290	-0.0359345	0.0665283
3291	-0.0393522	0.0706462
3292	-0.0405515	0.0263944
3293	-0.0405515	-0.103546
3294	-0.041471	0.0208595
3295	-0.041471	-0.0525886
3296	-0.042056	0.0142102
3297	-0.042056	-0.0541335
3298	-0.042056	-0.0608814
3299	-0.0442203	0.0458944
3300	-0.0442203	-0.00858377
3301	-0.0442203	0.0663529
3302	-0.0442203	0.00417569
3303	-0.043783	-0.00611196
3304	-0.043183	-0.00939858
3305	-0.0502735	0.144685
3306	-0.0502645	0.00283436
3307	-0.0497454	-0.00738779
3308	-0.0499069	0.00621932
3309	-0.0499069	0.0383398
3310	-0.0499069	0.0377675
3311	-0.0531293	0.0675703
3312	-0.0476694	-0.106231
3313	-0.0476694	0.0611105
3314	-0.0443976	-0.0627082
3315	-0.0443976	0.040562
3316	-0.0443976	0.125855
3317	-0.0510229	0.135434
3318	-0.0510229	-0.0710389
3319	-0.0510229	0.0422435
3320	-0.0549832	0.0824257
3321	-0.0563496	0.0306808
3322	-0.0563496	-0.0210666
3323	-0.0523615	-0.076543
3324	-0.0517261	-0.00959442
3325	-0.0517261	0.00236783
3326	-0.0517261	-0.0384309
3327	-0.0517261	0.005205
3328	-0.0517261	0.0271768
3329	-0.0471632	-0.088339
3330	-0.0471632	-0.00272594
3331	-0.0523802	0.107379
3332	-0.0523802	0.0126888
3333	-0.0532576	0.0207242
3334	-0.0494812	-0.0724864
3335	-0.0475315	-0.0361057
3336	-0.0473555	-0.000675393
3337	-0.0473555	0.00697064
3338	-0.0473555	-0.0654951
3339	-0.0440502	-0.0633993
3340	-0.0402545	-0.0734245
3341	-0.0402545	-0.118362
3342	-0.0420772	0.0389413
3343	-0.0410798	-0.0174641
3344	-0.0410798	0.0200636
3345	-0.0376041	-0.0671904
3346	-0.0376041	0.0137623
3347	-0.0376041	0.0660781
3348	-0.0376041	0.00182463
3349	-0.040334	0.0569626
3350	-0.0401431	-0.00140818
3351	-0.0399225	-0.00201345
3352	-0.0328325	-0.139689
3353	-0.0328325	0.13395
3354	-0.029489	-0.0650358
3355	-0.029489	0.0411183
3356	-0.029489	-0.082773
3357	-0.029489	0.036606
3358	-0.029489	0.0885421
3359	-0.029489	0.0424063
3360	-0.0222696	-0.14291
3361	-0.0222696	0.00906478
3362	-0.019157	-0.061043
3363	-0.019157	-0.0560371
3364	-0.019157	-0.0459437
3365	-0.019157	0.0333258
3366	-0.0132382	-0.117465
3367	-0.0132216	0.000462724
3368	-0.0129326	-0.00499936
3369	-0.0112497	-0.0329505
3370	-0.0112497	-0.0595597
3371	-0.00963548	-0.0316741
3372	-0.00963548	-0.0174749
3373	-0.00963548	0.00620225
3374	-0.00963548	-0.0104385
3375	-0.00963548	-0.0399188
3376	-0.00424712	-0.107406
3377	-0.00424712	-0.0272564
3378	-0.00424712	-0.10444
3379	-0.00606865	0.0367585
3380	-0.00182859	-0.0846076
3381	-0.00282869	0.0201519
3382	-0.00164151	-0.0236217
3383	-0.00342943	0.0359287
3384	-0.00310824	-0.00623102
3385	-0.00310824	-0.0130643
3386	-0.00310824	-0.0355647
3387	-0.00310824	-0.11113
3388	-0.00513012	0.0407053
3389	-0.00425734	-0.0171831
3390	-0.00745291	0.0642951
3391	-0.0045296	-0.0581366
3392	-0.000860167	-0.0732645
3393	0.00246542	-0.0665937
3394	0.00454006	-0.0417242
3395	-0.00239139	0.138635
3396	-0.00404209	0.0332238
3397	-0.00404209	-0.025914
3398	-0.0013844	-0.0530183
3399	-0.0013844	-0.0323601
3400	0.00213182	-0.0703826
3401	0.00213182	-0.00237097
3402	-0.000693083	0.0564837
3403	-0.000693083	0.0896425
3404	-0.0024157	0.0345631
3405	-0.00585275	0.0690241
3406	-0.00466032	-0.0235457
3407	-0.00466032	-0.0952258
3408	-0.00640339	0.0352109
3409	-0.00890685	0.0505539
3410	-0.010613	0.034725
3411	-0.00936241	-0.0244249
3412	-0.00936241	-0.0436245
3413	-0.0162975	0.139541
3414	-0.0130169	-0.0647658
3415	-0.0114064	-0.0314943
3416	-0.0139378	0.0514131
3417	-0.0150552	0.0232286
3418	-0.0153735	0.00728154
3419	-0.0153735	-0.0139853
3420	-0.0153735	-0.0400613
3421	-0.0170176	0.0338711
3422	-0.0172207	0.00508971
3423	-0.0165445	-0.012518
3424	-0.0165445	0.0572802
3425	-0.0165445	-0.111611
3426	-0.0165445	0.0410523
3427	-0.0165445	-0.030172
3428	-0.0165445	-0.0134259
3429	-0.0165445	0.108054
3430	-0.0165445	0.00964989
3431	-0.0165445	0.00855646
3432	-0.0165445	0.0952556
3433	-0.0168049	0.0062105
3434	-0.0168049	0.0926807
3435	-0.0115084	-0.105134
3436	-0.00814666	-0.0666806
3437	-0.00814666	0.0128752
3438	-0.00907559	0.0191045
3439	-0.00907559	0.085777
3440	-0.00529737	-0.0751718
3441	-0.00470425	-0.0115686
3442	-0.00533367	0.0128959
3443	-0.00328549	-0.0407261
3444	-0.00931466	0.121023
3445	-0.00841221	-0.0175266
3446	-0.0137438	0.10735
3447	-0.0137438	0.0686747
3448	-0.0137438	-0.0121981
3449	-0.0174815	0.0757292
3450	-0.0199168	0.0498518
3451	-0.0199168	-0.0347744
3452	-0.0254839	0.112759
3453	-0.0254839	0.0865281
3454	-0.0254839	-0.000960898
3455	-0.0276879	0.0456976
3456	-0.0299455	0.046904
3457	-0.0299337	0.00155752
3458	-0.0324237	0.0516951
3459	-0.0324237	0.0478841
3460	-0.0324237	-0.113303
3461	-0.0298206	-0.0502214
3462	-0.0298206	-0.0408522
3463	-0.0298206	0.0205947
3464	-0.0298206	-0.0707067
3465	-0.036433	0.134302
3466	-0.036433	0.00695739
3467	-0.0390125	0.0538777
3468	-0.0390125	-0.0472232
3469	-0.042677	0.0757773
3470	-0.042677	0.0448287
3471	-0.0457914	0.064974
3472	-0.0448974	-0.0151713
3473	-0.0448974	0.0314057
3474	-0.0448974	-0.0312704
3475	-0.0448974	0.0298648
3476	-0.0478149	0.0611598
3477	-0.0482783	0.0121536
3478	-0.0482783	0.0687933
3479	-0.0490132	0.0176229
3480	-0.0482956	-0.011441
3481	-0.0482956	0.0665451
3482	-0.0510251	0.0575961
3483	-0.0561555	0.105874
3484	-0.0561555	0.00891152
3485	-0.0557793	-0.00417088
3486	-0.0557793	0.0286451
3487	-0.0594036	0.0759762
3488	-0.0630919	0.0774775
3489	-0.0582217	-0.0938162
3490	-0.0530988	-0.0991731
3491	-0.0530988	-0.025705
3492	-0.054644	0.0341515
3493	-0.0533692	-0.0222706
3494	-0.0533692	0.0181209
