# T 	 <|m|> 	 chi
0.1	nan	-nan
0.2	nan	-nan
0.3	nan	nan
0.4	0.0457292	-1.81521e-13
0.5	nan	-nan
0.6	0.318565	-2.93691e-12
0.7	0.0681606	1.18315
0.8	0.0645951	0.336946
0.9	0.0376447	0.104191
1	0.0604437	0.286013
1.1	0.0424226	0.142045
1.2	0.0260679	0.0635417
1.3	0.015164	0.0274682
1.4	0.0424533	0.129299
